JobTitle,Company,Location,Experience,Degree,Summary,Salary,JobUrl,PostDate,ExtractDate
Python Backend 工程師,合翔資訊科技有限公司,台北市內湖區,3年以上,專科,必備條件(含技術工具、語言及工作經歷)：* 資訊相關科系大學以上學歷、至少3年的後端Web開發經驗* 熟悉Python語言以及常用的類庫，有Web研發相關知識，熟悉至少一個Python Web框架(如Flask/Django/tornado),"月薪40,000~100,000元",https://www.104.com.tw/job/7fif4?jobsource=jolist_d_relevance,1/05,2022-01-11
python工程師,普匯金融科技股份有限公司,台北市中山區,1年以上,專科,投資及多家銀行合作，是未來的AI金融科技獨角獸，後端工程師除了能開發最真實的金融服務系統，更有機會走在台灣金融科技的前緣，工作內容為開發 Python 相關子系統，如爬蟲、自動化系統等。希望你加入我們一起成長，用專業的技術一起為台灣金融科技產業,,https://www.104.com.tw/job/7ark5?jobsource=jolist_d_relevance,1/05,2022-01-11
Python 後端工程師,奧米科技有限公司,台北市內湖區,經歷不拘,大學,技術資格：具備以下開發經驗與技術※ 熟悉Python語言撰寫實務經驗2年以上。※ 可獨立或與團隊合作，工作態度積極、負責，能配合公司規定。※ 依不同經驗及能力來負責系統之分析(SA)、設計(SD)以及程式撰寫(PG)。※ 熟悉 AI應用系,,https://www.104.com.tw/job/78ybw?jobsource=jolist_d_relevance,1/05,2022-01-11
Python 後端工程師,奧米科技有限公司,台北市內湖區,經歷不拘,大學,技術資格：具備以下開發經驗與技術※ 熟悉Python語言撰寫實務經驗2年以上。※ 可獨立或與團隊合作，工作態度積極、負責，能配合公司規定。※ 依不同經驗及能力來負責系統之分析(SA)、設計(SD)以及程式撰寫(PG)。※ 熟悉 AI應用系,,https://www.104.com.tw/job/78ybw?jobsource=jolist_c_relevance,1/05,2022-01-11
Python工程師 Python Engineer,先鋒網絡服務有限公司,台北市大安區,2年以上,專科,【關於團隊】- 我們樂於互相分享，也樂於互相學習- 我們有主動發現問題，主動解決問題的特質- 我們正在尋找具備自主學習能力的軟體工程師，並樂於以創新的思維及樂觀積極的態度面對挑戰，歡迎您成為團隊一份子！【職務內容】1. 負責設計並開發網路爬蟲系統，進行多平台資訊的抓取和分析工作，實時監控爬蟲的進度和警報反饋。2. 依據產品架構，設計及實作軟體模組。3. 依據專案需求，完成關鍵技術研究與實做。4. 軟體模組單元及整合測試。【其他】1、通過試用期後將視個人表現調整薪資。2、工程師彈性上下班時間為09:00-09:30~18:00-18:30,,https://www.104.com.tw/job/7cw99?jobsource=jolist_c_relevance,1/05,2022-01-11
Python/Golang後端工程師(IoT物聯網應用),易勝資訊股份有限公司,台北市松山區,1年以上,大學,"使用技術條件：熟悉 Python or Golang程式語言熟悉 Shell script 腳本熟悉資料庫:PostgreSQL, MongoDB擇一熟悉容器化技術: Docker, docker-compose, k8s (",,https://www.104.com.tw/job/7hrrv?jobsource=jolist_c_relevance,1/05,2022-01-11
Senior Backend Engineer (Python),博思資訊管理顧問有限公司,台北市內湖區,4年以上,大學,"implementing existing product features & winning our users through your brilliant applications. You will work with Python, SQL and","月薪108,000~167,000元",https://www.104.com.tw/job/7f16c?jobsource=jolist_c_relevance,1/05,2022-01-11
數據分析工程師（python）,英屬維京群島商文思海輝技術有限公司台灣分公司,台北市中正區,經歷不拘,大學,appcompat專案的職缺，主要是做一些數據分析的工作，少量的爬蟲工作這個團隊目前在做的是病毒分析類的工作要求初級的python數據分析工作經驗英文至少讀寫熟練面試是兩輪teams視訊面試,"月薪50,000~65,000元",https://www.104.com.tw/job/7hhap?jobsource=jolist_c_relevance,1/06,2022-01-11
新創電商Backend Engineer (Python),霖園關係企業_神坊資訊股份有限公司,台北市信義區,2年以上,大學,treebuy.com) 【職務說明】你將投⼊電商平台的產品架構設計、開發及維運，並持續優化系統、重構、功能迭代，提供給使⽤者更好的體驗及提升系統品質。後端技術主要採⽤ Python Django 、 Django REST framework 與,,https://www.104.com.tw/job/7aenr?jobsource=jolist_c_relevance,1/05,2022-01-11
Python programmer/data scientist for quantitative trading,中塑油品股份有限公司,台北市內湖區,經歷不拘,碩士,Python programmer/data scientist for quantitative tradingSeeking junior multi-asset strategist/developer/data scientist,,https://www.104.com.tw/job/70dmc?jobsource=jolist_c_relevance,1/10,2022-01-11
python網路爬蟲工程師,邁創科技有限公司,台北市信義區,2年以上,專科,資料的完整性和準確性。【應徵條件】1.精通 python 開發， 2 年以上爬蟲相關經驗。2.熟悉 TCP/IP，HTTP 及相關網路通訊協定。3.瞭解各種 Web 前端技術，包括 XHTML/XML/CSS/JavaScript/,,https://www.104.com.tw/job/7hbuo?jobsource=jolist_c_relevance,1/05,2022-01-11
Python全端工程師,長川資訊股份有限公司,台北市中山區,2年以上,大學,(如想以後端NLP為主，請投遞另一個職缺）必備條件 (含技術工具、語言及工作經歷)：* 至少兩年以上的全端經驗* 熟悉至少一個Python Web框架(如Flask/Django)* 熟悉開發 Restful API* 熟悉MySQL,"月薪60,000~80,000元",https://www.104.com.tw/job/7h9wo?jobsource=jolist_c_relevance,1/03,2022-01-11
Software Developer (C++ Python),Mphasis Taiwan_澳大利亞商安復仕有限公司台灣分公司,台北市南港區,經歷不拘,大學,"automate test cases•	Strong unit test skills and Able to debug complex code•	Understanding on Python, PHP and HTML.•",,https://www.104.com.tw/job/7eryc?jobsource=jolist_c_relevance,1/06,2022-01-11
資安軟體研發工程師(Python),數聯資安股份有限公司,台北市內湖區,1年以上,專科,我們是遠傳電信的子公司，主要業務為提供客戶資訊安全產品及服務本項職務主要是配合公司資安服務自動化與系統產品的整合，工作項目包含：1. 資安系統及開源工具整合(Python或其他語言)。2. 外部商業系統研究與API整合作業。3. 相關開源,"月薪45,000~70,000元",https://www.104.com.tw/job/6qcwt?jobsource=jolist_c_relevance,1/04,2022-01-11
python data engineer (python 後端資料工程師) (台北AI部門),九七科技股份有限公司,台北市內湖區,經歷不拘,大學,以及DB基本表單。2. 使用pymsql and pandas 操作SQL3. 物件導向基礎程式架構4. python 語法 與numpy 資料處理5. Bigquery，mysql partition必備工具: python 基礎語法,"月薪50,000~75,000元",https://www.104.com.tw/job/7fwwj?jobsource=jolist_c_relevance,12/28,2022-01-11
Developer 開發工程師 (Python),紐奧谷科技股份有限公司,台北市內湖區,2年以上,大學,[工作內容]1. 負責Python項目基礎框架設計及構建2. 邏輯及演算法開發，執行需求分析和功能設計3. 具備獨立開發能力、邏輯分析能力、解決問題能力[條件要求]1. 二年以上系統/後端開發經驗2. 熟悉Python3. 熟悉,,https://www.104.com.tw/job/78o4v?jobsource=jolist_c_relevance,1/04,2022-01-11
Python程式線上直播課程講師,聯成電腦有限公司(聯成電腦/聯成外語),台北市大安區,2年以上,專科,目前我們正在招募菜鳥救星線上直播程式講師，希望對直播程式教學有熱情，喜歡在直播教室線上和學員互動，舉辦實體Workshop技術交流會。職務說明： 主要教授Python程式語言，運用在量化投資、量化分析領域。配合度高可長期授課，授課專業能力佳,"時薪400~1,000元",https://www.104.com.tw/job/6nu69?jobsource=jolist_c_relevance,1/10,2022-01-11
python工程師,新漫資訊有限公司,台北市松山區,2年以上,高中,1、參與產品需求的分析，根據產品需求制訂技術方案與實現2、負責遊戲服務器端系統設計與開發，確保發布系統的高效穩定運行3、負責遊戲服務器系統的優化以及維護4、負責設計實現遊戲服務器的核心邏輯與算法5、主管交辦其他事務------------------------------------------------------------------------加分條件:1、掌握扎實的電腦基础知識，深入理解數據結構、算法和操作系统知識2、有優秀的邏輯分析能力，能夠對業務邏輯進行合理的抽象和拆分3、有優秀的學習與溝通能力,,https://www.104.com.tw/job/7fc5c?jobsource=jolist_c_relevance,1/06,2022-01-11
Python後端開發工程師 (Python Backend Engineer) - 小樹生活圈,霖園關係企業_神坊資訊股份有限公司,台北市信義區,2年以上,大學,"-----------【必備條件】------------1. 2 年以上 Python 後端應用的開發經驗。2. 有 Django, Flask 或其他後端框架的開發經驗。3. 熟悉程式碼版本控制工具，例如 Git。4. 至少熟悉一套",,https://www.104.com.tw/job/7f5jf?jobsource=jolist_c_relevance,1/05,2022-01-11
python後端開發工程師,英屬維京群島商文思海輝技術有限公司台灣分公司,台北市信義區,經歷不拘,大學,"with python and an interest to learn and adopt new language features• Excellent problem solving, design, coding and","月薪50,000~90,000元",https://www.104.com.tw/job/7e8rp?jobsource=jolist_c_relevance,1/06,2022-01-11
後端工程師(Python),台灣幣蜂數位有限公司,台北市內湖區,3年以上,大學,職務描述1、用Python架構、設計、實現產品的後端2、數據驅動，不斷通過產品和技術數據進行改進，並完成快速迭代3、與QA合作進行測試、改進和問題修復工作希望您是1、本科及以上學歷，計算機或相關專業2、熟悉掌握至少一門編程語言，如,"月薪60,000~85,000元",https://www.104.com.tw/job/7aecq?jobsource=jolist_c_relevance,1/10,2022-01-11
【可年後上班】Senior Python Backend Engineer,雲策數據有限公司,台北市內湖區,2年以上,專科,我們是一支 scrum團隊，透明溝通是最基本，也是我們最重視的，我們厭惡辦公室政治，希望提供給員工最好的辦公氣氛。 技術方面，在現有應用的技術外，我們鼓勵工程師探索新技術及工具，並在加以研究後進行技術選型和導入應用，之外我們不定期會有技術分享或讀書會來讓彼此學習及茁壯。在團隊中你會負責：•	後端服務的開發、設計、與維護•	Restful API (FastAPI) 、GraphQL(Graphene)設計開發。•	與團隊成員討論合作，實作出有效率產品架構。•	撰寫整潔，高品質及可測試的程式碼。•	團隊成員的工作成果進行 Code review,,https://www.104.com.tw/job/7d9ni?jobsource=jolist_c_relevance,1/11,2022-01-11
Junior/ Senior Data Engineer 資料工程師 ( Python ),炬識科技股份有限公司,台北市中山區,經歷不拘,大學,"such as Python , Scala.3. Experience with relational (SQL) Databases.4. Comfortable working with Linux and the command line.",,https://www.104.com.tw/job/7gmh7?jobsource=jolist_c_relevance,1/04,2022-01-11
資深後端工程師 Sr. Back-end Engineer ( Python ),創順科技有限公司,台北市內湖區,3年以上,大學,【 人生苦短，我用 Python 】職責要求：  1. 負責以 Python 周邊技術為主的 web 服務的技術選型、架構設計。2. 處理服務高並發、高可用的調優。3. 新技術、工具的探索、研究和應用。4. 實踐微服務架構,"月薪80,000~160,000元",https://www.104.com.tw/job/5oxur?jobsource=jolist_b_relevance,1/10,2022-01-11
Junior/ Senior Data Engineer 資料工程師 ( Python ),炬識科技股份有限公司,台北市中山區,經歷不拘,大學,"such as Python , Scala.3. Experience with relational (SQL) Databases.4. Comfortable working with Linux and the command line.",,https://www.104.com.tw/job/7gmh7?jobsource=jolist_b_relevance,1/04,2022-01-11
Backend Engineer(熟 Python、RESTful API ),好好證券股份有限公司,台北市中正區,1年以上,專科,1.具獨立以Python開發Web後端的經驗， 熟物件導向開發並熟悉Flask Framework。2.具備網站爬蟲實戰經驗(EX：懂如何不擾對象站，並能排除爬取阻礙)。3.擁有資料庫Schema獨立設計能力(但我們還是會有資深技術主管協助你,,https://www.104.com.tw/job/5572i?jobsource=jolist_b_relevance,1/05,2022-01-11
